Age,Fnlwgt,Education_num,Capital-gain,WorkClass_cat,Marital_status_cat,occupation_cat,Relationship_cat,Race_cat,Sex_cat
57,0.1331318509664362,13,0,4.0,2,7.0,0,4,1
37,0.07318563996685729,9,0,4.0,0,7.0,1,4,0
18,0.128369622797843,10,0,4.0,4,7.0,3,4,0
32,0.09552641230083808,10,0,4.0,2,12.0,0,4,1
43,0.15708493500495782,13,0,4.0,2,10.0,0,4,1
46,0.11534956058733242,14,6497,4.0,0,10.0,4,4,0
36,0.11149875714809633,9,0,4.0,0,7.0,4,4,0
33,0.06063283573980251,14,0,4.0,4,4.0,1,4,0
48,0.06547995816411079,9,0,4.0,4,1.0,1,4,0
34,0.11110484780157835,9,0,4.0,2,12.0,0,4,0
34,0.11232528762173837,10,0,2.0,4,11.0,1,4,1
33,0.13691881392537456,9,0,4.0,0,5.0,1,4,1
36,0.23453498322489508,13,0,4.0,2,4.0,5,4,0
23,0.2876556960649815,9,0,4.0,4,12.0,1,4,1
39,0.10425965417475992,9,0,4.0,2,4.0,0,4,1
22,0.040195053041930974,12,0,4.0,4,12.0,3,4,0
19,0.14768883878241262,9,0,4.0,4,5.0,3,4,1
47,0.18515844663886663,9,7298,4.0,2,12.0,0,4,1
46,0.010957471373656972,11,0,4.0,4,14.0,1,4,1
47,0.009959794080493337,14,0,4.0,0,12.0,1,4,0
47,0.06448296002499287,16,0,6.0,2,10.0,0,4,1
52,0.33945341682400404,10,0,2.0,0,14.0,1,4,0
38,0.158110457613996,5,0,6.0,2,3.0,0,4,1
58,0.20501487347360128,9,0,4.0,2,12.0,0,4,1
32,0.15736202985561185,3,0,4.0,2,8.0,0,4,1
54,0.04772143817660722,11,0,6.0,2,13.0,2,4,0
20,0.020660545224867904,10,0,4.0,4,1.0,1,4,1
25,0.15179772075902256,12,0,4.0,4,12.0,1,4,1
25,0.06500590864019777,5,0,6.0,4,3.0,1,4,1
36,0.06805938522975781,13,0,7.0,0,10.0,1,4,1
69,0.07872821613398351,9,0,6.0,2,13.0,0,4,1
28,0.14421768245473437,13,0,4.0,2,10.0,5,4,0
20,0.23818883199087218,10,0,4.0,4,1.0,3,4,0
21,0.22711454612135126,4,0,4.0,4,5.0,4,4,1
37,0.1110240284701376,13,0,4.0,2,13.0,0,4,1
21,0.05902799472976461,9,0,4.0,4,7.0,3,4,1
25,0.14106165360427053,12,0,4.0,2,7.0,0,4,1
39,0.0890778446367205,9,0,4.0,2,8.0,2,2,0
34,0.07227896931582022,11,0,4.0,2,8.0,0,4,1
33,0.1439127422882058,9,0,2.0,2,3.0,0,4,1
47,0.07245690767579903,9,0,4.0,2,14.0,0,4,1
29,0.10396150554868856,11,0,4.0,4,1.0,1,4,0
48,0.018109642629141144,9,0,4.0,2,13.0,0,4,1
42,0.17995612664864646,16,0,5.0,2,10.0,0,4,1
29,0.15951019410222628,7,0,4.0,0,7.0,4,4,0
34,0.13680675350783064,9,0,4.0,4,6.0,3,4,1
20,0.13424838021760097,10,0,4.0,4,8.0,3,4,1
41,0.11009766235177464,14,0,4.0,2,10.0,0,4,1
45,0.08580500129039269,10,0,4.0,0,4.0,1,4,1
22,0.11388598361880442,11,0,4.0,4,7.0,3,4,1
23,0.12762798657991606,9,0,4.0,0,6.0,3,4,1
19,0.09800328710558129,10,0,4.0,4,1.0,3,4,0
24,0.014079542521834803,10,0,4.0,4,3.0,3,4,1
20,0.12578679996196737,10,0,4.0,4,12.0,3,4,1
32,0.09596650412246506,9,0,4.0,0,3.0,1,4,1
52,0.059392700452316594,14,15020,4.0,0,10.0,4,4,1
36,0.18464908110457615,9,0,4.0,4,12.0,4,4,1
18,0.47797571345132506,6,0,4.0,4,7.0,3,4,1
27,0.1196900340935331,9,0,4.0,0,12.0,3,4,0
26,0.06573871585553036,10,0,4.0,2,12.0,0,4,1
52,0.11011532035696336,12,0,4.0,0,10.0,4,4,0
24,0.1677958734600182,10,0,4.0,4,3.0,4,0,1
42,0.18481004061341194,9,0,1.0,0,1.0,1,2,1
39,0.049601336575161976,15,7688,4.0,2,10.0,5,4,0
20,0.12868678773719455,10,0,4.0,4,7.0,3,4,0
20,0.22289156626506024,10,0,7.0,4,1.0,3,4,0
39,0.3227346816804988,9,0,4.0,6,6.0,4,4,1
68,0.3205695385827414,7,0,4.0,2,7.0,0,4,1
35,0.10753181836704201,9,0,4.0,4,7.0,4,2,0
54,0.05553442631857758,13,0,4.0,2,8.0,0,4,1
24,0.07164667689925429,13,0,4.0,4,4.0,3,4,1
24,0.13412273671914263,13,0,4.0,4,10.0,1,4,0
20,0.20724929028402223,10,0,4.0,4,1.0,3,2,0
64,0.08689911845804865,1,0,4.0,2,7.0,0,4,1
28,0.0646052077532226,13,0,4.0,4,10.0,1,4,0
36,0.07484820907078144,9,0,6.0,2,3.0,0,4,1
44,0.124175846565518,9,0,5.0,2,14.0,0,4,1
38,0.0609153638228223,10,0,4.0,5,7.0,1,4,1
22,0.21948085464745115,9,0,4.0,4,1.0,1,4,0
56,0.20785102076853074,9,0,4.0,2,7.0,0,4,1
24,0.05979000556906318,13,0,4.0,2,10.0,0,4,1
24,0.046766547588323985,10,0,6.0,4,8.0,1,4,0
22,0.034351611632550495,12,0,4.0,4,1.0,1,4,0
21,0.11136564295513508,10,0,4.0,4,4.0,3,4,0
42,0.1058244250961003,13,0,4.0,2,4.0,0,4,1
41,0.13303880686217248,14,0,2.0,0,10.0,4,4,0
19,0.11989106369106642,9,34095,4.0,4,8.0,3,4,0
67,0.1452078890533951,10,0,6.0,2,5.0,0,4,1
20,0.13609092514364107,10,0,4.0,4,12.0,3,4,0
32,0.2508102307765448,9,0,4.0,2,3.0,0,3,1
46,0.15427255810162863,9,0,4.0,5,7.0,3,2,0
52,0.10880591135681396,9,0,4.0,4,12.0,1,4,0
44,0.15456934841960854,13,0,4.0,0,10.0,4,2,1
65,0.14234797136686544,7,0,4.0,2,7.0,0,4,1
37,0.1398371388598362,13,0,2.0,2,10.0,0,4,1
27,0.13216609391342143,10,0,6.0,2,5.0,0,4,1
35,0.06681721248013475,9,0,4.0,2,7.0,5,2,0
30,0.1349771125086592,9,0,4.0,4,1.0,1,4,0
64,0.1295139973648823,9,3137,2.0,2,3.0,0,4,1
48,0.005440703060268131,9,0,4.0,0,1.0,1,4,0
35,0.12388109370967523,4,0,4.0,0,13.0,4,4,0
28,0.1308723054563236,13,0,6.0,4,13.0,1,4,1
63,0.015441246383504708,13,0,6.0,2,10.0,0,1,1
40,0.15368508985208026,15,0,6.0,2,10.0,0,4,1
33,0.22620923377840563,10,0,4.0,4,12.0,1,4,1
40,0.12231292701810625,10,0,4.0,2,3.0,0,4,1
25,0.31749093329348965,4,0,4.0,4,12.0,2,4,1
45,0.014809633120984501,13,0,5.0,2,4.0,0,4,1
30,0.09473383952948208,10,0,4.0,2,7.0,0,4,1
53,0.19477798454245393,10,0,4.0,4,1.0,4,2,0
63,0.0835726219421089,9,2105,4.0,2,1.0,0,1,1
27,0.02707855095692805,10,0,2.0,2,11.0,0,4,1
31,0.2080669917550699,7,0,4.0,4,3.0,1,4,1
33,0.046087393542603335,9,0,4.0,2,14.0,0,4,1
39,0.22504516374404043,13,0,7.0,0,11.0,1,4,1
42,0.12659906820064928,10,0,6.0,2,3.0,0,4,1
19,0.17274283152904743,9,0,4.0,4,8.0,3,2,1
31,0.12590633107401422,13,0,4.0,2,10.0,0,4,1
53,0.11787465532932179,9,0,4.0,2,3.0,0,4,1
47,0.20566482389535595,10,0,6.0,2,10.0,0,4,1
27,0.14158256475733827,16,0,4.0,4,1.0,3,4,0
22,0.035320764455793865,9,0,4.0,4,13.0,1,4,0
29,0.077270751551867,9,0,4.0,2,12.0,5,4,0
52,0.044638757963081185,9,0,4.0,6,12.0,4,4,0
32,0.13466062672335338,11,0,4.0,0,3.0,3,4,1
23,0.22948343543282487,9,0,4.0,4,12.0,1,4,1
27,0.15018540905448174,10,0,4.0,4,1.0,3,4,1
53,0.10519077437144293,9,0,4.0,6,7.0,1,2,0
18,0.16878064682631316,9,0,4.0,4,6.0,3,4,1
41,0.10940152945491097,13,0,4.0,5,12.0,4,4,0
27,0.08369554882438435,9,0,4.0,2,7.0,5,4,0
30,0.07404341152660246,10,0,4.0,0,12.0,3,4,1
41,0.29370560030426107,9,0,4.0,0,13.0,4,4,0
21,0.03595441518045123,10,0,4.0,4,1.0,1,4,0
58,0.08468847203922794,9,0,7.0,3,8.0,4,2,0
45,0.17636068513060132,13,0,7.0,0,11.0,1,4,0
40,0.13023525896143764,6,0,4.0,0,14.0,3,4,1
21,0.14502519661509625,10,0,4.0,4,1.0,1,4,0
29,0.11594789530161231,13,0,4.0,4,10.0,1,3,0
50,0.0738600399342579,11,0,4.0,2,8.0,5,2,0
26,0.024997622960839974,9,0,4.0,2,3.0,0,4,1
23,0.092652911533394,9,0,4.0,5,6.0,2,4,0
27,0.13373901468331048,13,0,4.0,4,13.0,3,4,1
36,0.18580296382825554,13,0,2.0,4,1.0,1,2,0
22,0.13844147729588024,9,0,1.0,4,1.0,2,4,1
37,0.019471346490811045,10,0,1.0,4,8.0,3,4,1
54,0.12557829966993114,13,0,4.0,2,14.0,0,4,1
36,0.014069355211148995,9,0,4.0,0,5.0,4,4,1
44,0.146095543391152,11,0,4.0,2,4.0,0,2,1
38,0.10307181374879451,10,0,4.0,2,11.0,0,2,1
49,0.16761657679194797,10,0,4.0,0,3.0,1,4,0
18,0.1521148856983741,7,0,4.0,4,6.0,3,4,1
26,0.11249779274935141,13,0,4.0,4,12.0,1,4,1
48,0.10502709824642426,13,0,4.0,2,1.0,0,4,1
32,0.12746227299276022,7,0,4.0,2,7.0,5,4,0
35,0.058740712568424766,9,0,7.0,4,13.0,3,4,1
40,0.08338042134716997,9,0,4.0,4,1.0,1,4,0
40,0.029256597981554174,9,3411,6.0,2,3.0,0,4,1
42,0.061163255049510326,15,0,7.0,2,10.0,0,1,1
30,0.14871979462381657,9,0,4.0,2,12.0,0,4,1
19,0.14576547452493174,10,0,4.0,4,12.0,3,4,0
36,0.07965661971448364,12,0,4.0,2,12.0,0,4,1
31,0.12137569443501176,9,0,4.0,4,12.0,1,4,0
50,0.03875252984882031,12,0,1.0,2,4.0,0,4,1
38,0.13058162752475516,9,0,4.0,0,3.0,1,2,1
35,0.12247931975930781,10,0,4.0,2,10.0,0,4,1
45,0.12939718286901836,13,0,4.0,2,10.0,0,4,1
29,0.2668341913312778,6,0,4.0,5,12.0,4,4,0
41,0.14642900802760084,10,0,4.0,0,3.0,1,4,1
33,0.060490213390201164,15,0,4.0,4,10.0,1,4,0
49,0.04773570041156735,10,0,4.0,4,8.0,1,4,0
28,0.08177082625881203,10,0,4.0,2,4.0,0,4,1
49,0.09299316771030006,13,15024,2.0,2,11.0,0,2,1
27,0.1584982545741025,9,0,4.0,5,7.0,3,4,0
47,0.3200927724426455,9,2885,5.0,2,4.0,0,4,1
42,0.06273889243558224,16,0,7.0,4,4.0,1,4,0
30,0.22743578598497713,9,0,4.0,4,4.0,1,4,1
37,0.0653719726708412,9,0,2.0,2,3.0,0,4,1
37,0.2180220317572432,16,0,4.0,2,10.0,5,4,0
51,0.09720256448567664,9,0,4.0,3,12.0,1,2,0
27,0.15898113310060988,9,0,1.0,2,8.0,0,4,1
53,0.012228168593200311,9,0,4.0,4,12.0,1,4,0
45,0.22754105486206383,9,0,4.0,4,3.0,1,4,1
37,0.13146181116800912,13,0,5.0,2,10.0,0,4,1
40,0.10250472012061776,13,0,1.0,4,10.0,1,4,0
54,0.05512285896687087,14,0,7.0,2,10.0,0,1,1
47,0.0710680376523003,9,0,5.0,2,4.0,0,4,1
35,0.10339509107455754,9,0,4.0,2,8.0,0,4,1
33,0.013099523233859904,9,0,4.0,2,7.0,0,4,1
28,0.07665883375667269,10,0,2.0,4,1.0,2,2,1
39,0.1282378669129732,13,0,7.0,2,4.0,5,4,0
25,0.07501935589030304,9,0,4.0,4,7.0,3,4,1
33,0.09391681721248013,13,0,4.0,2,12.0,0,4,1
34,0.07243585390038168,7,0,4.0,4,8.0,1,4,0
53,0.08768082476467312,9,0,4.0,2,14.0,0,4,1
21,0.11031431249235953,12,0,4.0,4,1.0,3,4,1
31,0.04310590728188968,16,7298,7.0,2,4.0,0,4,1
63,0.08208187881175208,9,0,4.0,2,10.0,0,4,1
21,0.208215047337037,10,0,6.0,4,8.0,3,4,1
59,0.06611768381304248,9,0,4.0,2,3.0,0,4,1
50,0.05479686502492495,2,0,4.0,5,10.0,4,2,0
66,0.24703753005256654,9,0,4.0,2,7.0,5,4,0
19,0.08956411893345649,9,0,4.0,4,14.0,3,4,1
31,0.1164701647627715,13,0,4.0,4,13.0,1,4,1
23,0.2625738580024722,13,0,4.0,2,10.0,5,4,0
45,0.10768734464351204,11,0,4.0,2,4.0,5,4,0
35,0.1303921435459991,13,0,2.0,2,10.0,0,4,1
32,0.13098640333600467,13,0,4.0,4,3.0,3,4,1
20,0.1447345186835278,4,0,4.0,4,7.0,2,4,0
38,0.014730851251680907,9,0,4.0,2,4.0,2,4,1
49,0.09151397019872047,9,0,4.0,2,8.0,5,1,0
64,0.11039037774548023,9,0,4.0,0,7.0,1,4,0
60,0.14974260061667188,7,0,2.0,2,14.0,0,4,1
25,0.016774425775254342,13,0,4.0,4,10.0,1,4,0
21,0.19014887056682198,9,0,4.0,4,3.0,1,4,1
26,0.19810108528816506,9,0,4.0,4,9.0,2,4,0
23,0.18724480786732048,10,0,4.0,4,1.0,1,4,1
67,0.2158752258187202,14,0,5.0,2,12.0,0,4,1
24,0.12201885331630921,9,0,4.0,0,12.0,4,4,0
46,0.21211067494329064,2,0,4.0,5,7.0,3,4,0
38,0.12768367721166515,16,0,7.0,2,10.0,0,1,1
20,0.06860950000679154,4,0,4.0,4,7.0,2,4,1
28,0.12347156382010568,10,0,4.0,4,7.0,2,4,0
26,0.09707012944676112,13,0,4.0,4,10.0,1,4,1
58,0.11059480311324214,9,0,4.0,2,7.0,0,4,1
31,0.23510683093139187,10,0,7.0,4,8.0,1,1,1
37,0.23270805884190654,12,0,7.0,0,11.0,1,2,1
53,0.0626288694801755,16,0,7.0,2,10.0,0,4,1
45,0.06835277977750914,4,0,4.0,0,7.0,1,2,0
33,0.08186998274948724,9,0,4.0,4,1.0,1,4,0
33,0.23458388231618696,14,0,7.0,2,11.0,0,2,1
35,0.06949104195813695,9,0,4.0,0,6.0,1,4,1
60,0.34880876380380604,9,0,6.0,2,4.0,0,2,1
21,0.03808220480569403,10,0,4.0,4,12.0,3,4,0
38,0.11021719346382147,6,0,4.0,2,3.0,0,2,1
40,0.020658507762730746,11,0,4.0,0,3.0,4,4,0
40,0.14147050433979436,10,0,4.0,2,12.0,5,4,0
44,0.12582890751280207,15,0,6.0,2,10.0,0,4,1
27,0.2791085423995871,10,0,4.0,2,4.0,0,4,1
34,0.011524565001833716,10,0,6.0,2,3.0,0,4,1
20,0.201463576968528,10,0,4.0,4,7.0,3,4,1
49,0.1792708602165143,10,0,2.0,2,11.0,0,4,1
37,0.13688757283927142,10,0,4.0,2,3.0,0,4,1
52,0.1150432621127124,6,0,4.0,2,14.0,0,4,1
46,0.10036266826041483,10,0,4.0,2,7.0,0,2,1
20,0.18541584602219477,10,0,4.0,4,7.0,1,1,0
43,0.17181306964045587,9,0,4.0,2,3.0,0,4,1
46,0.14250689341356407,13,99999,2.0,0,1.0,1,4,0
25,0.1240603903777455,10,0,7.0,2,8.0,5,4,0
48,0.09823352032708059,13,0,4.0,0,1.0,1,4,1
36,0.1393141902446313,10,0,2.0,0,11.0,4,4,1
37,0.357342334388286,9,14344,4.0,0,3.0,1,4,1
18,0.12232515179092923,10,0,4.0,4,7.0,3,4,1
42,0.25210741500387124,14,0,4.0,2,10.0,0,4,1
60,0.12289292457315168,12,0,4.0,2,1.0,0,4,1
37,0.059199820703331935,10,0,5.0,2,14.0,0,4,1
44,0.16425272680349357,12,0,2.0,0,13.0,1,2,1
32,0.053083359367571754,6,0,4.0,2,3.0,0,4,1
29,0.07085478328194401,13,0,4.0,4,1.0,3,4,0
42,0.15342293639043209,14,0,2.0,2,10.0,0,4,1
17,0.05679357791934367,7,0,4.0,4,6.0,3,4,1
41,0.047563874438000024,8,0,4.0,2,8.0,5,4,0
34,0.11544871707800763,10,0,4.0,2,4.0,5,4,0
56,0.11364963801089363,6,0,4.0,5,8.0,4,4,0
28,0.07301449314733569,10,0,4.0,4,1.0,3,4,1
28,0.16483340351258474,7,0,6.0,4,12.0,3,4,1
19,0.06285231116121759,4,0,4.0,4,14.0,4,4,1
49,0.06661686203664716,10,0,1.0,2,13.0,0,4,1
36,0.0836249168036294,10,0,6.0,2,8.0,5,4,0
25,0.19419730783336278,10,0,4.0,2,14.0,0,4,1
42,0.10489873813178305,13,0,4.0,0,10.0,1,4,1
47,0.13677007918936174,15,0,6.0,2,10.0,0,4,1
26,0.179526901291751,10,0,4.0,2,11.0,0,4,1
35,0.14568125942326238,10,0,4.0,2,4.0,0,4,1
37,0.012725988508713546,9,0,4.0,2,3.0,0,4,1
39,0.07089077844636721,9,4650,2.0,4,11.0,3,0,1
42,0.08469118865541082,9,0,4.0,2,4.0,0,4,1
41,0.1136190760788362,10,0,4.0,0,8.0,1,4,0
23,0.06179758492821341,10,0,4.0,0,8.0,3,4,0
31,0.23013542331671671,9,0,1.0,2,13.0,0,4,1
36,0.12148435908232705,10,0,2.0,2,11.0,0,4,1
20,0.092652911533394,10,0,4.0,4,10.0,4,4,0
36,0.07884774724603034,10,0,4.0,4,7.0,4,4,1
50,0.08969994974260062,9,0,4.0,2,7.0,0,4,1
37,0.10883647328887139,9,0,4.0,4,7.0,3,4,1
25,0.06125358253759118,13,27828,4.0,4,5.0,3,4,1
39,0.022916694964751905,10,0,4.0,0,8.0,4,4,0
32,0.12643607122967632,9,0,4.0,2,5.0,5,4,0
59,0.1233411662433273,10,0,4.0,6,1.0,1,4,0
29,0.15018540905448174,13,3411,4.0,2,3.0,0,4,1
50,0.24888414990288096,9,0,4.0,2,14.0,0,2,1
42,0.012880835631137856,11,0,4.0,2,12.0,0,4,1
32,0.04024327297917714,10,0,4.0,0,10.0,1,4,1
48,0.12393678434142433,12,0,4.0,2,12.0,0,4,1
20,0.015133589600793253,9,3781,4.0,2,3.0,0,4,1
50,0.016432132136211135,6,0,6.0,0,3.0,1,4,1
18,0.07079705518805776,10,0,4.0,4,3.0,1,4,1
60,0.027075834340745168,14,0,4.0,4,10.0,1,4,1
60,0.13882248271552955,10,0,4.0,2,10.0,0,4,1
42,0.1458687059398813,14,0,2.0,4,10.0,1,4,1
49,0.04871436139145081,9,0,4.0,0,8.0,4,4,0
35,0.047381861153746894,10,0,5.0,2,12.0,5,4,0
30,0.1113133480936146,12,0,6.0,2,12.0,0,4,1
59,0.07004047758112496,10,0,4.0,2,4.0,0,4,1
24,0.326502628326157,9,13550,5.0,4,8.0,1,2,1
55,0.2327039839176322,12,0,4.0,0,1.0,4,4,0
19,0.25904769019709056,9,0,4.0,4,1.0,3,4,0
39,0.05885277298596868,9,0,4.0,2,3.0,0,4,1
48,0.08774534439901659,10,0,4.0,0,4.0,4,4,0
44,0.10879640320017386,13,7688,4.0,2,10.0,0,4,1
21,0.14524388421781828,10,0,4.0,4,6.0,3,4,1
23,0.2596589288382391,13,0,4.0,4,13.0,3,2,1
22,0.1485989052036783,10,0,4.0,4,8.0,3,4,1
55,0.11649189769223456,14,0,6.0,2,10.0,0,4,1
19,0.11808723054563236,10,0,4.0,4,12.0,1,4,0
23,0.1018710693959604,10,0,4.0,4,6.0,1,4,1
46,0.14040559079610437,9,15024,4.0,2,14.0,0,4,1
23,0.17720555276347782,13,0,4.0,4,1.0,1,4,0
47,0.21737683541380856,14,15024,5.0,2,4.0,0,4,1
23,0.061425408511158505,10,0,4.0,4,12.0,3,4,0
42,0.12619429238939978,10,0,4.0,2,8.0,0,4,1
22,0.1906032246234091,13,0,7.0,4,1.0,3,4,0
18,0.08396992705885549,9,0,4.0,4,1.0,3,4,1
37,0.058991999565341416,13,0,4.0,2,4.0,0,4,1
34,0.010271525787479115,5,0,4.0,2,3.0,0,4,1
30,0.19506798331997666,12,0,4.0,5,8.0,4,4,0
62,0.06135885141467788,10,0,6.0,6,5.0,4,4,0
51,0.09589723040980155,10,0,4.0,2,6.0,0,4,1
34,0.28660776137243454,9,0,4.0,2,8.0,0,2,1
28,0.15477037801714186,14,0,6.0,4,10.0,3,4,1
56,0.14068064818462125,6,0,4.0,4,6.0,1,4,1
46,0.1925442468860787,9,0,4.0,0,13.0,1,4,0
46,0.06910188668993901,10,0,4.0,2,13.0,0,4,1
23,0.3287764360712297,10,0,2.0,3,1.0,3,4,0
33,0.24734654514336943,13,0,4.0,2,1.0,5,2,0
27,0.0644741310223985,9,0,4.0,4,8.0,3,1,1
21,0.15886907268306596,10,0,4.0,4,1.0,3,2,0
18,0.04637195908776029,9,0,4.0,4,7.0,3,4,1
36,0.04808682305320493,3,7298,4.0,2,7.0,0,4,1
37,0.21462354491245705,13,0,2.0,0,10.0,1,4,0
39,0.19649896089431004,7,0,2.0,2,8.0,0,4,1
36,0.12731014248651878,9,7298,4.0,2,14.0,0,4,1
24,0.11394507002078212,12,2354,4.0,4,3.0,1,4,1
26,0.07386139824234933,12,0,4.0,4,4.0,3,2,0
37,0.07692438298854946,9,0,4.0,0,12.0,1,4,0
34,0.10763708724412871,9,0,4.0,2,3.0,0,4,1
33,0.11427853465723095,9,0,4.0,0,4.0,4,4,0
33,0.02438434685755423,9,0,6.0,2,11.0,0,4,1
20,0.2851557300226838,9,0,4.0,4,12.0,3,4,0
26,0.170409937381997,10,0,4.0,0,1.0,4,4,0
47,0.07533312505942598,9,0,4.0,2,1.0,5,4,0
17,0.06690550250607843,7,0,4.0,4,12.0,3,4,0
53,0.15362192852582823,11,0,4.0,2,4.0,0,4,1
31,0.11765868434278262,10,0,4.0,0,12.0,3,4,0
34,0.11479469173197865,7,0,4.0,2,7.0,0,4,1
23,0.35066828758098917,3,0,4.0,2,8.0,0,4,1
39,0.17703168932777333,13,0,4.0,2,3.0,0,4,1
22,0.12445294141617202,9,0,4.0,4,7.0,3,4,0
21,0.1258458863639451,10,0,4.0,4,1.0,3,4,0
40,0.024671629018894067,9,0,4.0,4,1.0,4,2,0
54,0.013072357072031077,14,7298,2.0,2,1.0,0,4,1
32,0.09226511457328751,13,0,1.0,2,10.0,0,1,1
29,0.012078075549096045,9,2635,2.0,2,8.0,5,4,0
68,0.10723638635715353,10,0,4.0,4,7.0,4,2,0
27,0.14846307439453418,13,0,2.0,2,11.0,0,4,1
54,0.10989867021637849,10,0,4.0,4,4.0,1,4,1
23,0.23113038399369745,9,0,4.0,0,9.0,4,4,0
38,0.15543662813599382,14,0,4.0,2,4.0,0,4,1
54,0.09721954333681966,9,0,4.0,2,8.0,5,4,0
21,0.06596555330680105,10,0,4.0,4,10.0,3,1,1
40,0.07686393827848033,11,0,4.0,4,10.0,1,4,1
19,0.21683419133127776,6,0,4.0,4,8.0,1,4,0
21,0.08577036443406094,9,0,4.0,4,7.0,2,4,1
35,0.14345702992352727,13,0,4.0,2,1.0,5,2,0
39,0.07004319419730784,10,2174,4.0,4,1.0,3,4,0
38,0.12275098137759607,9,0,4.0,4,8.0,4,4,1
41,0.09163214300267587,8,0,4.0,2,6.0,0,4,1
26,0.1102314556987816,10,0,4.0,4,1.0,1,4,0
35,0.17409095230980293,9,0,4.0,0,8.0,1,4,0
70,0.09413142989092786,10,0,6.0,2,3.0,0,4,1
45,0.06796769943358552,6,0,4.0,2,12.0,0,4,1
83,0.124435962565029,9,0,4.0,6,11.0,1,4,1
59,0.12272177775363008,9,0,4.0,5,8.0,1,4,0
18,0.0735245378356719,5,0,4.0,4,8.0,3,2,1
31,0.03178305103163499,9,0,4.0,2,1.0,0,4,1
43,0.1331087597288817,14,0,4.0,2,10.0,5,4,0
24,0.11708140340392009,13,0,2.0,4,10.0,1,4,0
33,0.180961274636313,11,0,4.0,2,7.0,0,4,1
48,0.018458727808641558,14,0,2.0,4,10.0,1,4,0
27,0.10191249779274936,13,0,4.0,2,4.0,0,4,1
41,0.13023525896143764,9,0,4.0,2,3.0,0,4,1
25,0.16528028687466892,9,0,4.0,2,8.0,5,4,0
53,0.07520001086646473,9,0,4.0,0,14.0,1,4,1
66,0.18953627361758194,15,0,6.0,2,10.0,0,4,1
31,0.09976908762445498,10,0,4.0,2,3.0,0,4,1
30,0.0775111720840521,13,0,7.0,3,1.0,1,4,1
22,0.14624971135953058,9,0,4.0,0,14.0,1,4,1
47,0.1096820200757936,13,15024,5.0,2,12.0,0,4,1
74,0.1350090327488081,9,0,4.0,2,4.0,0,4,1
37,0.11170114505372108,10,0,4.0,2,1.0,0,2,1
35,0.012774887600005435,10,4101,6.0,5,5.0,1,4,1
51,0.013642167316390704,13,0,6.0,2,4.0,0,4,1
40,0.21689871096562124,10,0,4.0,5,8.0,1,4,0
51,0.09103380828839598,16,0,2.0,2,10.0,0,4,1
26,0.3414379049455998,6,0,4.0,2,6.0,5,4,0
53,0.2595652055799297,12,0,4.0,4,1.0,4,2,0
32,0.26368155825104256,9,3781,4.0,2,3.0,0,4,1
29,0.2208744787492699,10,0,6.0,2,3.0,0,1,1
42,0.1355421686746988,9,0,4.0,5,1.0,1,4,1
22,0.061394846579101076,10,0,4.0,4,14.0,1,4,1
62,0.1449124570435066,9,0,4.0,2,7.0,0,4,1
33,0.07449029488868665,9,0,4.0,0,1.0,1,4,0
21,0.2611381263498187,9,0,4.0,4,14.0,3,2,1
46,0.09349506255008762,13,0,2.0,2,10.0,0,4,1
25,0.16293041387647547,7,0,4.0,4,6.0,1,4,1
29,0.13423411798264082,3,0,4.0,2,8.0,0,4,1
29,0.14738661523206695,13,0,1.0,4,10.0,1,4,1
33,0.10763504978199155,16,99999,4.0,0,12.0,1,4,1
50,0.12790711889270726,12,0,4.0,0,3.0,1,4,1
22,0.13902215400497142,9,0,4.0,4,1.0,1,0,0
40,0.13615340731584738,9,0,4.0,0,3.0,1,4,1
28,0.09373955800654704,9,0,4.0,2,7.0,0,0,1
54,0.110274242403662,9,0,4.0,2,1.0,0,4,1
29,0.06610613819426522,9,0,4.0,2,3.0,0,4,1
49,0.1445504679371375,9,0,4.0,6,7.0,4,2,0
46,0.10894310047404952,7,0,4.0,6,8.0,1,4,0
71,0.15362057021773678,6,0,6.0,2,3.0,0,4,1
27,0.017297374390459246,10,0,4.0,2,5.0,0,4,1
56,0.049396911207400064,9,0,4.0,4,1.0,1,4,0
64,0.16583651403811414,9,0,4.0,2,13.0,0,1,1
23,0.10656130723570721,10,0,4.0,2,4.0,5,4,0
36,0.13492074272286442,13,0,4.0,2,10.0,0,4,1
39,0.1865948574455658,14,0,2.0,2,10.0,0,4,1
26,0.14403227340025265,9,0,4.0,4,4.0,1,4,1
31,0.06532035696336644,12,0,1.0,2,13.0,0,4,1
36,0.04315412721913584,13,0,4.0,0,1.0,4,4,0
43,0.07334320370546447,9,0,4.0,2,3.0,0,4,1
25,0.06258676192934082,10,0,4.0,4,1.0,1,4,0
27,0.030280083128455197,9,0,4.0,2,7.0,0,4,1
24,0.1280436288558971,8,0,4.0,4,12.0,1,4,1
50,0.10749446489452738,12,0,6.0,2,11.0,0,4,1
30,0.04662256693063121,9,0,4.0,2,3.0,0,4,1
24,0.014128441613126689,7,0,4.0,4,6.0,1,4,1
41,0.0682400402059195,14,7430,2.0,0,10.0,4,4,0
29,0.11230898792464107,10,0,4.0,4,4.0,1,4,1
31,0.16955624074652614,10,0,4.0,2,4.0,0,4,1
54,0.10696676220100243,10,0,4.0,0,4.0,1,4,0
20,0.08774398609092515,7,0,4.0,2,12.0,2,4,0
